sample_prompt,seed,layer,type,shape,params,mode,w_bits,a_bits,baseline_ms,layer_ms,peak_mem_MB,mse,mae,max_abs,cos
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.conv1,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,2832.49,2740.77,,0.000886779,0.0203961153,0.457141757,0.999549575
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.time_emb_proj,Linear,"(320, 1280)",409920,W8A16,8,,2832.49,2743.97,,0.0002209937,0.0113082202,0.1915066242,0.9998881252
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.time_emb_proj,Linear,"(320, 1280)",409920,W8A8,8,8.0,2832.49,2738.0,,0.0019636711,0.0303756911,0.4843420088,0.9990409966
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.time_emb_proj,Linear,"(320, 1280)",409920,W4A16,4,,2832.49,2740.82,,0.0804999098,0.2090867907,2.3909106255,0.9599339474
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.time_emb_proj,Linear,"(320, 1280)",409920,W4A8,4,8.0,2832.49,2750.23,,0.0832117647,0.2117868811,2.2778687477,0.9583499413
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,2832.49,2745.39,,3.88967e-05,0.0042859516,0.0945475101,0.9999803704
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,2832.49,2721.89,,0.0001465366,0.0088385995,0.1281147003,0.9999254521
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,2832.49,2764.87,,0.002605848,0.0347567275,0.5527946949,0.998699513
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,2832.49,2762.37,,0.0029208073,0.0368680954,0.5590327978,0.99854853
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.conv1,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,2832.49,2714.75,,6.4681e-06,0.0016750537,0.03284017,0.9999967259
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.conv1,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,2832.49,2776.38,,1.23198e-05,0.0024531749,0.0286324024,0.9999937847
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.conv1,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,2832.49,2744.63,,0.0007050307,0.0184779689,0.2538743019,0.9996430947
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.conv1,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,2832.49,2741.1,,0.0007379183,0.0187701751,0.2605852187,0.9996266025
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W8A16,8,,2832.49,2766.99,,9.274e-07,0.000725353,0.0068261102,0.9999995377
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W8A8,8,8.0,2832.49,2771.54,,4.4814e-06,0.0015593841,0.0304538012,0.999997749
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W4A16,4,,2832.49,2753.21,,0.0003300289,0.0131892525,0.2335721254,0.9998327564
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W4A8,4,8.0,2832.49,2708.01,,0.0003455964,0.0133774206,0.2413141727,0.9998253118
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,2832.49,2716.06,,5.641e-06,0.0017177986,0.0205709934,0.9999971389
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,2832.49,2726.82,,2.59097e-05,0.0034378434,0.0710060596,0.9999868591
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,2832.49,2734.14,,0.007993659,0.0605931059,1.0873881578,0.9959580567
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,2832.49,2750.93,,0.0076105846,0.0595833845,1.0143023729,0.9961561157
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.downsamplers.0.conv,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,2832.49,2720.69,,4.4286e-06,0.0015225578,0.0266615152,0.9999977846
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.downsamplers.0.conv,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,2832.49,2720.51,,0.0001047267,0.0065427488,0.1220612377,0.9999469037
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.downsamplers.0.conv,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,2832.49,2767.73,,0.001636809,0.0288295448,0.4355232716,0.9991680371
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.0.downsamplers.0.conv,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,2832.49,2727.94,,0.0014401922,0.0275605526,0.3251028061,0.9992693522
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A16,8,,2832.49,2750.1,,3.1812e-06,0.0011571463,0.0196250081,0.9999983837
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,2832.49,2726.01,,2.30792e-05,0.0032166992,0.0562047996,0.9999882753
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A16,4,,2832.49,2717.42,,0.0003189195,0.012164806,0.2058387697,0.9998378299
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,2832.49,2703.27,,0.0003750444,0.0128680663,0.2463733852,0.9998091711
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A16,8,,2832.49,2756.78,,1.798e-07,0.0002776318,0.0068368912,0.9999999086
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,2832.49,2738.6,,4.819e-07,0.000462495,0.0087921619,0.999999755
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A16,4,,2832.49,2712.0,,0.0001335623,0.0069236369,0.1718173474,0.9999320599
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,2832.49,2700.09,,0.0001288804,0.0068552154,0.1690544933,0.9999344365
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A16,8,,2832.49,2746.28,,6.209e-07,0.0004689333,0.0096838102,0.9999996842
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A8,8,8.0,2832.49,2753.11,,1.4772e-06,0.0007575144,0.0116885155,0.9999992487
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A16,4,,2832.49,2754.14,,0.0001448935,0.0082434723,0.1384706795,0.9999262938
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A8,4,8.0,2832.49,2762.88,,0.0001496513,0.0083500855,0.1405696422,0.99992387
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A16,8,,2832.49,2753.75,,5.8758e-06,0.0014028013,0.0329192504,0.9999970104
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A8,8,8.0,2832.49,2726.86,,5.0497e-06,0.0013335614,0.0274634436,0.9999974308
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A16,4,,2832.49,2707.63,,0.0011427659,0.0231353343,0.3394912481,0.9994184866
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A8,4,8.0,2832.49,2707.71,,0.0011329062,0.0230216291,0.341231823,0.9994235254
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A16,8,,2832.49,2719.46,,2.2962e-06,0.0010669543,0.0145926289,0.9999988821
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,2832.49,2729.71,,5.2668e-06,0.0014852441,0.0292057917,0.9999973425
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A16,4,,2832.49,2731.14,,0.0023556706,0.0317753889,0.4813328385,0.9988121474
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,2832.49,2725.48,,0.002420227,0.0320715904,0.4877138138,0.9987794934
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W8A16,8,,2832.49,2706.51,,1.431e-07,0.0002740073,0.0037403554,0.9999999302
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,2832.49,2688.68,,5.337e-07,0.0004850367,0.0094316006,0.9999997292
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W4A16,4,,2832.49,2759.5,,0.0001184412,0.0071357125,0.0993182063,0.9999399448
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,2832.49,2757.27,,0.0001108854,0.0069544264,0.0965901315,0.9999437734
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W8A16,8,,2832.49,2727.05,,5.48e-07,0.0004529365,0.0113714933,0.9999997215
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W8A8,8,8.0,2832.49,2724.95,,1.7064e-05,0.0028872637,0.043047592,0.9999913185
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W4A16,4,,2832.49,2756.38,,0.0004768166,0.0144059528,0.2228803635,0.9997586683
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W4A8,4,8.0,2832.49,2718.54,,0.00044749,0.0146165974,0.1968081445,0.9997734891
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W8A16,8,,2832.49,2735.83,,1.37811e-05,0.0026463217,0.0369380713,0.9999931375
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W8A8,8,8.0,2832.49,2768.04,,0.0001487381,0.0091610784,0.0781821609,0.999926429
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W4A16,4,,2832.49,2764.15,,0.0014788815,0.028912155,0.2974331975,0.9992550465
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W4A8,4,8.0,2832.49,2730.81,,0.0017376312,0.0309176892,0.4061270356,0.9991288922
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W8A16,8,,2832.49,2704.31,,2.8402e-05,0.003506517,0.0725921392,0.9999855497
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,2832.49,2702.79,,3.65876e-05,0.0039468445,0.0894303322,0.9999813903
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W4A16,4,,2832.49,2725.43,,0.0055315858,0.0485983193,0.7398424745,0.9971838496
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,2832.49,2724.02,,0.0055408361,0.0486158729,0.7437738776,0.9971789094
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W8A16,8,,2832.49,2724.3,,2.77351e-05,0.0030997426,0.070027113,0.9999859044
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W8A8,8,8.0,2832.49,2724.27,,2.74667e-05,0.0031561926,0.067910701,0.9999860396
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W4A16,4,,2832.49,2750.46,,0.0111892624,0.0676161498,1.2101814747,0.9942915233
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W4A8,4,8.0,2832.49,2716.59,,0.0114805382,0.0688637048,1.2131353617,0.9941424955
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W8A16,8,,2832.49,2729.74,,6.6234e-06,0.0016128493,0.0359433889,0.9999967095
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W8A8,8,8.0,2832.49,2707.34,,0.0001444557,0.0076313345,0.1686630845,0.9999265126
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W4A16,4,,2832.49,2713.76,,0.0009433814,0.0223662835,0.2753359079,0.9995365355
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W4A8,4,8.0,2832.49,2702.05,,0.0009856143,0.0224018246,0.3217669129,0.9995139748
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W8A16,8,,2832.49,2731.22,,2.2921e-06,0.000967618,0.0169430748,0.9999988446
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,2832.49,2704.9,,6.9282e-06,0.0015375245,0.0454748869,0.9999964838
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W4A16,4,,2832.49,2708.04,,0.0005113852,0.014222078,0.3523619175,0.9997414459
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,2832.49,2747.8,,0.000620995,0.0151199987,0.4067679644,0.9996852409
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A16,8,,2832.49,2744.87,,4.4605e-06,0.0012759981,0.0252069011,0.9999977352
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,2832.49,2752.76,,0.0001186286,0.0065358407,0.1419700831,0.9999397239
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A16,4,,2832.49,2743.63,,0.0008502677,0.0191955976,0.2568950057,0.9995687461
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,2832.49,2702.97,,0.000740483,0.0185579713,0.2344843745,0.9996249594
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A16,8,,2832.49,2717.28,,2.668e-07,0.0003502603,0.0051700324,0.9999998645
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,2832.49,2759.35,,7.128e-07,0.0005705458,0.0088748857,0.9999996374
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A16,4,,2832.49,2699.66,,5.91931e-05,0.0047972118,0.0954547822,0.9999699135
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,2832.49,2752.13,,6.59587e-05,0.0050276313,0.1002287269,0.9999664723
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A16,8,,2832.49,2695.34,,3.222e-07,0.0003981805,0.0047452487,0.9999998378
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A8,8,8.0,2832.49,2727.19,,5.008e-07,0.0004712436,0.006607201,0.9999997452
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A16,4,,2832.49,2731.76,,0.0001629971,0.0081775282,0.1680956483,0.9999172728
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A8,4,8.0,2832.49,2737.6,,0.0001606855,0.0081642782,0.1655765772,0.9999184333
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A16,8,,2832.49,2741.84,,2.2448e-06,0.0010432788,0.0193446875,0.9999988627
